Step Count,Time Now,Velocity Sum Value X,Velocity Sum Value Y,Potential Energy Sum,Potential Energy Sum Squared,Kinetic Energy Sum,Kinetic Energy Sum Squared,Pressure Sum,Pressure Sum Squared
  181,  0.9050, -0.0000,  0.0000,  1.0036,  1.0071,  0.8897,  0.7916, -0.3832,  0.1469
  182,  0.9100, -0.0000,  0.0000,  1.0035,  1.0071,  0.8933,  0.7980, -0.3689,  0.1361
  183,  0.9150, -0.0000,  0.0000,  1.0035,  1.0070,  0.8963,  0.8033, -0.3569,  0.1274
  184,  0.9200, -0.0000,  0.0000,  1.0035,  1.0070,  0.8983,  0.8069, -0.3487,  0.1216
  185,  0.9250,  0.0000,  0.0000,  1.0035,  1.0070,  0.8991,  0.8084, -0.3455,  0.1194
  186,  0.9300,  0.0000,  0.0000,  1.0035,  1.0070,  0.8987,  0.8077, -0.3475,  0.1208
  187,  0.9350, -0.0000,  0.0000,  1.0035,  1.0070,  0.8972,  0.8049, -0.3547,  0.1258
  188,  0.9400, -0.0000,  0.0000,  1.0035,  1.0071,  0.8946,  0.8004, -0.3658,  0.1338
  189,  0.9450, -0.0000,  0.0000,  1.0035,  1.0071,  0.8914,  0.7946, -0.3814,  0.1455
  190,  0.9500, -0.0000,  0.0000,  1.0035,  1.0071,  0.8876,  0.7879, -0.3993,  0.1594
  191,  0.9550, -0.0000,  0.0000,  1.0036,  1.0071,  0.8836,  0.7807, -0.4185,  0.1752
  192,  0.9600, -0.0000,  0.0000,  1.0036,  1.0072,  0.8794,  0.7733, -0.4395,  0.1931
  193,  0.9650,  0.0000,  0.0000,  1.0036,  1.0072,  0.8754,  0.7664, -0.4603,  0.2118
  194,  0.9700,  0.0000,  0.0000,  1.0036,  1.0072,  0.8719,  0.7602, -0.4789,  0.2294
  195,  0.9750, -0.0000,  0.0000,  1.0036,  1.0072,  0.8690,  0.7552, -0.4956,  0.2456
  196,  0.9800, -0.0000,  0.0000,  1.0036,  1.0073,  0.8669,  0.7515, -0.5082,  0.2583
  197,  0.9850,  0.0000,  0.0000,  1.0036,  1.0073,  0.8657,  0.7494, -0.5160,  0.2663
  198,  0.9900,  0.0000,  0.0000,  1.0036,  1.0073,  0.8654,  0.7489, -0.5204,  0.2708
  199,  0.9950, -0.0000,  0.0000,  1.0036,  1.0072,  0.8660,  0.7499, -0.5211,  0.2715
  200,  1.0000,  0.0000,  0.0000,  0.0401,  0.1967,  0.0347,  0.1700, -0.0207,  0.1016
